,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,PRODUTOID,DESCRICAO,APLICACAO1,PESO,ALTURA,LARGURA,COMPRIMENTO
465,465,465,465,62055,"CHOCOLATE PO 32% CACAU 1,010KG QUALICAU",CX/10,1.014,0.015,0.19,0.27
466,466,466,466,62723,CHOCOLATE PO 32% CACAU 200G QUALICAU,CX/12,0.207,0.18,0.14,0.0555
467,467,467,467,62056,"CHOCOLATE PO 50% CACAU 1,010KG QUALICAU",CX/10,1.014,0.015,0.19,0.27
468,468,468,468,62057,CHOCOLATE PO 50% CACAU 200G QUALICAU,CX/12,0.207,0.19,0.1,0.055
469,469,469,469,55240,CLORELLA 60CAP 500MG MEDINAL,CX/50,0.056,0.095,0.05,0.05
470,470,470,470,52723,CLORETO MAGN 100CAP MEDINAL,CX/48,0.086,0.11,0.05,0.05
471,471,471,471,50863,CLORETO MAGN 50CAP MEDINAL,CX/50,0.052000000000000005,0.095,0.05,0.05
472,472,472,472,52263,CLORETO MAGN P.A 33GR CX10SCH MEISSEN,CX/20,0.33,0.15,0.11,0.1
473,473,473,473,59476,CLOROFILA 100G Q-VITA,CX/24,0.01,0.14,0.09,0.04
474,474,474,474,62178,COCADA C/CHOC FITTY ZERO 12X20G KOBBER,CX/6,0.29,0.05,0.085,0.15
475,475,475,475,61602,COCO RALADO S/ACUC 100G VILA ALIM,,0.1,0.19,0.13,0.1
476,476,476,476,62651,COENZIMA Q10 60CAPS VITAFOR,CX/6,0.098,0.11,0.059,0.059
477,477,477,477,56202,COLAGENO 100CAP MAX TITANIUM,CX/4,0.2,0.08,0.09,0.09
478,478,478,478,58110,COLAGENO ACTIVE ABXI 250G TIARAJU,CX/32,0.302,0.12,0.11,0.11
479,479,479,479,61696,COLAGENO ACTIVE LARANJA 250G TIARAJU,CX/32,0.3,0.11,0.1,0.1
480,480,480,480,60546,COLAGENO HIDROL 120CAP PROFIT,,0.086,0.125,0.065,0.22
481,481,481,481,62542,COLAGENO HIDROL MORANGO 300G PROFIT,,0.3,0.0,0.0,0.0
482,482,482,482,58112,COLAGENO HIDROL PO 100G TIARAJU,CX/50,0.125,0.00095,0.08,0.08
483,483,483,483,60977,COLAGENO HIDROL PO 100G VILA ALIM,CX/24,0.109,0.16,0.1,0.04
484,484,484,484,51011,COLAGENO PLUS 100 TABS 1G DNA,CX/12,0.1,0.11,0.06,0.06
485,485,485,485,51010,COLAGENO PLUS 50CAP 1G DNA,CX/12,0.5,0.09,0.05,0.05
486,486,486,486,61723,COLAGENO RENOVIT/HIB 100G VILA ALIM,CX/24,0.1,0.2,0.12,0.6
487,487,487,487,58059,COLAGENO+VIT C 100+10CAP 1000MG TIARAJU,CX/50,0.18600000000000005,0.12,0.065,0.065
488,488,488,488,58058,COLAGENO+VIT C 100+10CAP 600MG TIARAJU,CX/50,0.138,0.12,0.065,0.065
489,489,489,489,62734,COLAGENTEK II 30CAPS VITAFOR,,0.0,0.0,0.0,0.0
490,490,490,490,62756,COLAGENTEK II 60CAPS VITAFOR,CX/6,0.24,0.128,0.068,0.068
491,491,491,491,62757,COLAGENTEK NEUTRO 300G VITAFOR ,CX/6,0.393,0.1,0.11,0.1
492,492,492,492,60190,COLLAGEN II 30CAP 620MG TIARAJU,,0.6,0.12,0.075,0.075
493,493,493,493,62286,COLLAGEN POWDER LIMAO 300G INTEG MEDICA,CX/4,0.3,0.12,0.12,0.12
494,494,494,494,62466,COLLAGEN POWDER TANG 300G INTEG MEDICA,CX/4,0.412,0.12,0.115,0.115
495,495,495,495,62099,COLORIFICO 80G KODILAR,CX/50,0.08,0.17,0.1,0.01
496,496,496,496,62384,COMP MEL POLIPLUS 250G NECTAR FLORAL,CX/24,0.25,0.145,0.085,0.04
497,497,497,497,62385,COMP MEL PROP POLIPLUS 150G NECTAR FLORAL,CX/24,0.15,0.09,0.06,0.06
498,498,498,498,53157,COMP MEL PROP. 250G WENZEL,CX/24,0.25,0.135,0.055,0.055
499,499,499,499,54885,COMP MEL PROP.ABXI SPRAY 30ML WENZEL,CX/24,0.3,0.1,0.03,0.03
500,500,500,500,52544,COMP MEL PROP.ALH/EUC/COPAI 250G WENZEL,CX/24,0.25,0.135,0.055,0.055
501,501,501,501,52545,COMP MEL PROP.COPAIBA 250g WENZEL,CX/24,0.25,0.135,0.055,0.055
502,502,502,502,52542,COMP MEL PROP.EUCALIPTO 250g WENZEL,CX/24,0.25,0.135,0.05,0.05
503,503,503,503,52773,COMP MEL PROP.GENG SPRAY 30ML WENZEL,CX/24,0.3,0.1,0.03,0.03
504,504,504,504,54886,COMP MEL PROP.MALVA SPRAY 30ML WENZEL,CX/24,0.3,0.1,0.03,0.03
505,505,505,505,52771,COMP MEL PROP.MENTA SPRAY 30ML WENZEL,CX/24,0.3,0.1,0.03,0.03
506,506,506,506,54887,COMP MEL PROP.ROM/ALH/COPAI 250G WENZEL,CX/24,0.25,0.135,0.055,0.055
507,507,507,507,52543,COMP MEL PROP.ROMA 250g WENZEL,CX/24,0.25,0.135,0.055,0.055
508,508,508,508,52772,COMP MEL PROP.ROMA SPRAY 30ML WENZEL,CX/24,0.3,0.1,0.03,0.03
509,509,509,509,62399,COMP MEL SPRAY GENG MELIX 30ML NECTAR FLORAL,CX/24,0.03,0.1,0.04,0.04
510,510,510,510,62400,COMP MEL SPRAY MENTA MELIX 30ML NECTAR FLORAL,CX/24,0.03,0.1,0.04,0.04
511,511,511,511,62391,COMP MEL SPRAY POLIPLUS 35ML NECTAR FLORAL,CX/24,0.035,0.11,0.05,0.05
512,512,512,512,62389,COMP MEL SPRAY PROPOGIBRE 35ML NECTAR FLORAL,CX/24,0.03,0.11,0.05,0.05
513,513,513,513,62390,COMP MEL SPRAY PROPOLIPTO 35ML NECTAR FLORAL,CX/24,0.035,0.0,0.0,0.0
514,514,514,514,62388,COMP MEL SPRAY PROPOMA 35ML NECTAR FLORAL,CX/24,0.03,0.11,0.05,0.05
515,515,515,515,62387,COMP MEL SPRAY PROPOMENTA 35ML NECTAR FLORAL,CX/24,0.035,0.11,0.05,0.05
516,516,516,516,62398,COMP MEL SPRAY ROMA MELIX 30ML NECTAR FLORAL,CX/24,0.03,0.1,0.04,0.04
517,517,517,517,61933,COMPENSS COLAG II 60 COMP 40MG TIARAJU,,0.06,0.0,0.0,0.0
518,518,518,518,60437,COMPLEX B 60COMP 250G TIARAJU,,0.46,0.12,0.065,0.065
519,519,519,519,62417,COND NATURAL COCO/ARGAN 200ML SUAVETEX,CX/12,0.233,0.195,0.075,0.045
520,520,520,520,51907,CONJUNTO ESPECIAL CAIXA PRESENTE 072,,0.0,0.31,0.15,0.12
521,521,521,521,51905,CONJUNTO PLASTIFICADO 710,,0.0,0.32,0.115,0.115
522,522,522,522,51904,CONJUNTO PLASTIFICADO 720,,0.0,0.35,0.115,0.115
523,523,523,523,51903,CONJUNTO POPULAR 062,,0.0,0.26,0.105,0.105
524,524,524,524,54121,COOKIE BAN/AVEIA/MEL 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
525,525,525,525,61186,COOKIE BAUN C/GOTAS 180G N.LIFE,CX/12,0.18,0.19,0.115,0.06
526,526,526,526,54123,COOKIE CAST CAJU/PARA 150G PROBENE,CX/18,0.15,0.021,0.15,0.04
527,527,527,527,56376,COOKIE CHOC C/GOTAS CHOC 150G PROBENE,CX/18,0.15,0.2,0.14,0.04
528,528,528,528,55535,COOKIE DIET CAST PARA 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
529,529,529,529,55536,COOKIE DIET CHOC 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
530,530,530,530,56166,COOKIE DIET FRT CITRICA 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
531,531,531,531,53613,COOKIE DIET GRAN TRAD 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
532,532,532,532,54124,COOKIE FRT VERMELHAS 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
533,533,533,533,53338,COOKIE GRAN CAST PARA 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
534,534,534,534,53337,COOKIE GRAN TRAD 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
535,535,535,535,55457,COOKIE INT BAUN GOT CHOC 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
536,536,536,536,56123,COOKIE INT BAUN/GOT CHOC 10X30G PROBENE,CX/40,0.03,0.15,0.11,0.02
537,537,537,537,55458,COOKIE INT BROW/NOZES 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
538,538,538,538,55459,COOKIE INT CAC/GOT CHOC 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
539,539,539,539,55460,COOKIE INT CAST PARA 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
540,540,540,540,55461,COOKIE INT MACA/UVA/CAN 150G KOBBER,CX/20,0.15,0.22,0.15,0.03
541,541,541,541,56788,COOKIE INT S/GLUT CAC 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
542,542,542,542,56786,COOKIE INT S/GLUT COC 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
543,543,543,543,59807,COOKIE INT S/GLUT COC 35G NUTRIPLENO,CX/20,0.035,0.12,0.1,0.02
544,544,544,544,62512,COOKIE INT S/GLUT FRUTAS AMAR 30G NUTRIPLENO ,CX/20,0.03,0.22,0.035,0.155
545,545,545,545,56789,COOKIE INT S/GLUT LAR 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
546,546,546,546,56790,COOKIE INT S/GLUT MAC/CAN 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
547,547,547,547,62556,COOKIE INT S/GLUT MAC/CAN 30G NUTRIPLENO,CX/20,0.03,0.22,0.035,0.155
548,548,548,548,61096,COOKIE INT S/LACT AMEND 130G VILLAMAR,CX/24,0.13,0.22,0.15,0.035
549,549,549,549,61094,COOKIE INT S/LACT BAUN 130G VILLAMAR,CX/24,0.13,0.22,0.15,0.035
550,550,550,550,61095,COOKIE INT S/LACT CACAU 130G VILLAMAR,CX/24,0.13,0.22,0.15,0.035
551,551,551,551,54774,COOKIE LIGHT BAUN GOT CHOC 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
552,552,552,552,56125,COOKIE LIN/AVEIA/MEL 150G PROBENE,CX/18,0.15,0.21,0.15,0.04
553,553,553,553,61716,COOKIE ORG AVEIA/CACAU 7X40G NATIVE,CX/8,0.28,0.1605,0.07,0.19
554,554,554,554,61714,COOKIE ORG AVEIA/MACA 7X40G NATIVE,CX/8,0.28,0.165,0.07,0.19
555,555,555,555,61306,COOKIE ORG S/LACT BAUN 8X40G NATIVE,CX/6 ,0.43,0.12,0.11,0.227
556,556,556,556,61227,COOKIE ORG S/LACT CHOC 8X40G NATIVE,CX/6 ,0.43,0.12,0.227,0.11
557,557,557,557,57879,COOKIE S/GLUT Z.ACUC BAN 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
558,558,558,558,57878,COOKIE S/GLUT Z.ACUC CAC 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
559,559,559,559,57880,COOKIE S/GLUT Z.ACUC LIM 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
560,560,560,560,59259,COOLER BRANCO PESSEGO 750ML PERGOLA,CX/6,1.31,0.3,0.09,0.09
561,561,561,561,59260,COOLER TINTO PESSEGO 750ML PERGOLA,CX/6,1.31,0.3,0.09,0.09
562,562,562,562,62763,COQUETELEIRA 3DOSE AZ 450ML PROFIT,,0.02,0.22,0.07,0.07
563,563,563,563,60585,COQUETELEIRA 3DOSE MOLA AZ 400ML PROFIT,,0.168,0.165,0.09,0.09
564,564,564,564,62761,COQUETELEIRA 3DOSE RS 450ML PROFIT,,0.0,0.0,0.0,0.0
565,565,565,565,56469,COQUETELEIRA INCOLOR 600ML MAXTITAN,CX/50,0.13,0.215,0.09,0.09
566,566,566,566,59028,COQUETELEIRA PRETA 600ML MAX TITAN,CX/50,0.0,0.0,0.0,0.0
567,567,567,567,62094,COQUETELEIRA PRETA 600ML PROFIT,,0.116,0.215,0.09,0.09
568,568,568,568,59029,COQUETELEIRA ROSA 600ML MAX TITAN,CX/50,0.13,0.215,0.09,0.09
569,569,569,569,60623,COQUETELEIRA ROSA 600ML PROFIT,,0.0,0.3,0.21,0.08
570,570,570,570,62570,COQUETELEIRA ROSA C/REDE 600ML PROFIT,,0.0,0.3,0.21,0.08
571,571,571,571,59716,CR DE AMENDOIM 250G RITTER,CX/12,0.284,0.09699999999999999,0.067,0.067
572,572,572,572,57498,CR DE AVELA C/CACAU 250G RITTER,CX/12,0.25,0.08,0.05,0.05
573,573,573,573,59712,CR DE AVELA C/CACAU 550G RITTER,CX/12,0.55,0.13,0.077,0.077
574,574,574,574,52751,CR DE CACAU MEIO AMARGO 180G ESSEN.VALE,CX/24,0.18,0.09,0.06,0.06
575,575,575,575,62730,CREAM CRACKER INT S/LACT 400G FABISE,CX/20,0.41,0.13,0.06,0.18
576,576,576,576,62611,CREAM CRACKER S/LACT 400G FABISE,CX/20,0.4,0.13,0.06,0.18
577,577,577,577,54780,CREATINA 120CAP DNA,CX/6,0.82,0.1,0.065,0.065
578,578,578,578,56214,CREATINA 120CAP MAX TITAN,CX/4,0.2,0.12,0.07,0.07
579,579,579,579,60154,CREATINA 150G INTEG MEDICA,CX/4,0.15,0.08,0.09,0.09
580,580,580,580,56198,CREATINA 150G MAX TITAN,CX/4,0.15,0.105,0.095,0.095
581,581,581,581,54779,CREATINA 300G DNA,CX/6,0.3,0.145,0.08,0.08
582,582,582,582,54891,CREATINA 300G INTEG MEDICA,CX/12,0.58,0.11,0.12,0.12
583,583,583,583,56267,CREATINA 300G MAX TITAN,CX/4,0.3,0.12,0.12,0.12
584,584,584,584,61691,CREATINA PRO SER 120CAP ATLHETICA,,0.0,0.0,0.0,0.0
585,585,585,585,60538,CREATINE POWDER PURE 150G PROFIT,,0.15,0.075,0.09,0.3
586,586,586,586,60539,CREATINE POWDER PURE 300G PROFIT,,0.3,0.1,0.095,0.3
587,587,587,587,60537,CREATINE POWDER PURE 90G PROFIT,,0.09,0.09,0.065,0.22
588,588,588,588,62082,CREME DE AVELA 160G LOOV GIANDUIA,,0.16,0.0,0.0,0.0
589,589,589,589,62117,CREME DE MILHO NAO TRANSG 500G LIVRE D,FD/10,0.51,0.26,0.18,0.04
590,590,590,590,62412,CREME DENTAL NATURAL CURCUMA 80G SUAVETEX,CX/48,0.08900000000000001,0.045,0.17,0.037000000000000005
591,591,591,591,62409,CREME DENTAL NATURAL GLIC.VEG 80G SUAVETEX,CX/48,0.08900000000000001,0.045,0.17,0.035
592,592,592,592,61190,CREPIOCA NATURAL S/GLUT 250G N.LIFE,CX/12,0.25,0.18,0.14,0.025
593,593,593,593,61451,CROSTINI (TORRADA PAO)150G SCHAR,CX/6,0.16,0.22,0.14,0.1
594,594,594,594,51901,CUIA GRAVADA BOCAL ABERTO 066 PROMATE,,0.0,0.25,0.1,0.1
595,595,595,595,61057,CUIA TRABALHADA C/PE MD 005 PROMATE,,0.0,0.13,0.1,0.1
596,596,596,596,62341,CURCUMA 90 CAPS KAMPO ERVAS,CX/12,0.064,0.11,0.058,0.058
597,597,597,597,61374,CURCUMA PO 100G VILA ALIM,CX/24,0.1,0.2,0.12,0.04
598,598,598,598,60327,CURCUMA PURA 100G POTE BR SPICES,CX/12,0.1,0.07,0.06,0.06
599,599,599,599,60326,CURRY 100G POTE BR SPICES,CX/12,0.1,0.07,0.06,0.06
600,600,600,600,62425,DESD NATURAL CAMOM/CID 120ML SUAVETEX,CX/24,0.15,0.175,0.04,0.04
601,601,601,601,62418,DESD NATURAL PEPINO/CHA VERD 120ML SUAVETEX,CX/24,0.15,0.175,0.04,0.04
602,602,602,602,56297,DEXTROSE NATURAL 1KG MAX TITAN,CX/10,1.0,0.3,0.2,0.05
603,603,603,603,61460,DIGESTIVE (BISC C/FIBRAS) 150G SCHAR,CX/12,0.171,0.195,0.043,0.067
604,604,604,604,61459,DIGESTIVE CHOC (BISC CHOC) 150G SCHAR,CX/12,0.166,0.067,0.043,0.195
605,605,605,605,59262,DOCE FRUTA ABACAXI E COCO 24X25G PHINUS,CX/16,0.6,0.07,0.12,0.16
606,606,606,606,59264,DOCE FRUTA BANANADA 24X25G PHINUS,CX/16,0.6,0.18,0.1,0.07
607,607,607,607,59265,DOCE FRUTA COCADA 24X25G PHINUS,CX/16,0.6,0.18,0.1,0.07
608,608,608,608,59266,DOCE FRUTA GOIABADA 24X25G PHINUS,CX/16,0.6,0.18,0.1,0.07
609,609,609,609,53473,DOCE LEITE DIET PURO 220G HUE,CX/12,0.22,0.09,0.07,0.07
610,610,610,610,62422,ENXAG BUCAL NATURAL BAMBU/ROMA 250ML SUAVETEX,CX/12,0.26,0.19,0.075,0.037000000000000005
611,611,611,611,62428,ENXAG BUCAL NATURAL CAFE/CACAU 250ML SUAVETEX,CX/12,0.26,0.19,0.075,0.037000000000000005
612,612,612,612,62427,ENXAG BUCAL NATURAL CURC/CRAVO 250ML SUAVETEX,CX/12,0.26,0.19,0.07,0.037000000000000005
613,613,613,613,62411,ENXAG BUCAL NATURAL GENG/LIM 250ML SUAVETEX,CX/12,0.3,0.19,0.075,0.04
614,614,614,614,62747,ERVA MATE CAMBONA VACUO 1KG BARAO,CX/10,1.026,0.19,0.12,0.06
615,615,615,615,62746,ERVA MATE CHIMARRAO MOIDA/GROSSA 500G BARAO ,CX/10,0.529,0.25,0.11,0.06
616,616,616,616,62744,ERVA MATE EXPORT 1KG BARAO,CX/10,1.03,0.23,0.13,0.08
617,617,617,617,62745,ERVA MATE EXPORT COMPUESTA 1KG BARAO,CX/10,1.03,0.23,0.13,0.08
618,618,618,618,52006,ERVA MATE NATIVA VACUO 1KG BARAO,CX/10,1.0,0.2,0.125,0.065
619,619,619,619,60813,ERVA MATE ORGANICA 1KG BARAO,CX/10,1.0,0.2,0.13,0.075
620,620,620,620,52007,ERVA MATE PREM VACUO 1KG BARAO,CX/10,1.0,0.2,0.13,0.07
621,621,621,621,51796,ERVA MATE TRAD VACUO 1KG BARAO,CX/10,1.0,0.2,0.125,0.065
622,622,622,622,52215,ERVA MATE TRAD VACUO 500G BARAO,CX/20,0.5,0.175,0.1,0.055
623,623,623,623,53721,ERVA TERERE BARAO 500G,CX/10,0.5,0.26,0.11,0.07
624,624,624,624,54879,ERVA TERERE FRESH MENT/LIMA 500G BARAO,CX/10,0.5,0.26,0.11,0.07
625,625,625,625,61829,ERVA TERERE MENTA E LIMAO 500G BARAO,CX/10,0.5,0.2,0.13,0.07
626,626,626,626,61828,ERVA TERERE MENTA ICE 500G BARAO,CX/10,0.5,0.2,0.13,0.07
627,627,627,627,60638,ERVA TERERE MENTA/BOLDO 500G BARAO,CX/10,0.5,0.2,0.13,0.07
628,628,628,628,62426,ESCOVA DENT NATURAL BAMBU/CARVAO SUAVETEX,CX/48,0.027000000000000003,0.2,0.06,0.015
629,629,629,629,58265,ESPUMANTE MOSCATEL ZANOTTO 750ML,CX/6,0.0,0.0,0.0,0.0
630,630,630,630,62397,EXTRATO AQUOSO PROPO 11% 35ML NECTAR FLORAL,CX/24,0.035,0.125,0.05,0.05
631,631,631,631,61799,EXTRATO DE PROPOLIS AQUOSO S/ALCOOL 15% 30 ML PRODAPYS,,0.03,0.09,0.035,0.035
632,632,632,632,53496,EXTRATO PROP 13% 30ML NECTAR PLUS,CX/24,0.067,0.085,0.035,0.035
633,633,633,633,86,EXTRATO PROP 15% 30ML PRODAPYS,CX/50,0.3,0.085,0.035,0.035
634,634,634,634,56217,EXTRATO PROP FR 30% 30ML WENZEL,CX/24,0.3,0.08,0.03,0.03
635,635,635,635,61537,EXTRATO PROP MARROM 11% 30ML MINAMEL,CX/24,0.045,0.1,0.033,0.033
636,636,636,636,61538,EXTRATO PROP VERDE 11% 30ML MINAMEL,CX/24,0.043,0.103,0.033,0.033
637,637,637,637,59976,EXTRATO PROP VERDE 15% 30ML PRODAPYS,CX/50,0.73,0.087,0.035,0.035
638,638,638,638,62386,EXTRATO PROPOLIS 11% 30ML NECTAR FLORAL,CX/24,0.03,0.0,0.0,0.0
639,639,639,639,62396,EXTRATO PROPOLIS 11% 60ML NECTAR FLORAL,CX/24,0.06,0.0,0.0,0.0
640,640,640,640,62592,EXTRATO PROPOLIS 60 CAPS 50MG TIARAJU ,CX/50,0.085,0.12,0.065,0.07
641,641,641,641,57946,EXTRATO ROMA 30ML NECTAR PLUS,,0.073,0.085,0.035,0.035
642,642,642,642,54350,EXTRATO SOJA 400G GERMINA,FD/24,0.4,0.245,0.165,0.03
643,643,643,643,57947,EXTRATO SUCUPIRA 30ML NECTAR PLUS,CX/24,0.073,0.085,0.035,0.035
644,644,644,644,61191,FARELO AVEIA 500G PCT N.LIFE,CX/12,0.5,0.27,0.15,0.04
645,645,645,645,62701,FARELO AVEIA OAT BRAN 200G ASTER,CX/12,0.21,0.17,0.135,0.02
646,646,646,646,61629,FARELO AVEIA OAT BRAN 200G GERMINA,CX/12,0.2,0.18,0.14,0.03
647,647,647,647,62551,FARELO DE AVEIA S/GLUT 200G ASTER,CX/24,0.21,0.215,0.133,0.045
648,648,648,648,60522,FARINHA AMENDOAS 200G MANDORELLA,CX/12,0.2,0.17,0.09,0.046
649,649,649,649,60978,FARINHA AMENDOAS S/GLUT 100G VILA ALIM,CX/24,0.107,0.18,0.1,0.03
650,650,650,650,61132,FARINHA AMENDOIM 500G DACOLONIA,CX/18,0.5,0.23,0.19,0.03
651,651,651,651,58437,FARINHA ARROZ 1KG RISOVITA,CX/10,1.0,0.05,0.18,0.22
652,652,652,652,60333,FARINHA ARROZ INT 500G RISOVITA,CX/10,0.5,0.15,0.14,0.02
653,653,653,653,61375,FARINHA BANANA VERDE 100G VILA ALIM,CX/24,0.1,0.19,0.12,0.03
654,654,654,654,56146,FARINHA BANANA VERDE 200G GERMINA,FD/10,0.2,0.18,0.12,0.02
655,655,655,655,61376,FARINHA BERINJELA 200G VILA ALIM,CX/24,0.2,0.22,0.13,0.06
656,656,656,656,56147,FARINHA CHIA 200G GERMINA,FD/12,0.2,0.18,0.14,0.02
657,657,657,657,60979,FARINHA COCO S/GLUT 200G VILA ALIM,CX/24,0.209,0.18,0.05,0.09
658,658,658,658,60011,FARINHA COCO SCH 200G QUALICOCO,CX/12,0.21,0.19,0.1,0.06
659,659,659,659,61476,FARINHA ESPECIAL S/GLUT 1KG BELADRI,CX/6,1.025,0.21,0.1,0.16
660,660,660,660,60981,FARINHA ESPECIAL S/GLUT 500G VILA ALIM,CX/12,0.511,0.19,0.13,0.07
661,661,661,661,60982,FARINHA INT S/GLUT 500G VILA ALIM,CX/12,0.511,0.19,0.13,0.07
662,662,662,662,54462,FARINHA LINHACA DOURADA 200G GERMINA,FD/12,0.2,0.2,0.14,0.02
663,663,663,663,60980,FARINHA LINHACA DOURADA 200G VILA ALIM,,0.208,0.18,0.1,0.05
664,664,664,664,59838,FARINHA LINHACA MARROM 120G KOBBER,CX/12,0.12,0.18,0.095,0.04
665,665,665,665,54351,FARINHA LINHACA MARROM 200G GERMINA,FD/12,0.2,0.2,0.14,0.02
666,666,666,666,61720,FARINHA MARACUJA 80G GERMINA,CX/30,0.08,0.14,0.09,0.02
667,667,667,667,62333,FARINHA TRIGO INT 1KG N.LIFE,CX/12,1.0,0.3,0.15,0.035
668,668,668,668,62074,FAROFA  MAND TEMP PICAN 300G KODILAR,CX/24,0.3,0.17,0.18,0.03
669,669,669,669,62075,FAROFA  MAND TEMP TRAD 500G KODILAR,CX/24,0.5,0.17,0.2,0.03
670,670,670,670,54353,FAROFA SOJA 250G GERMINA,FD/12,0.25,0.2,0.13,0.025
671,671,671,671,62597,FERMENTO P/ BOLO NAO TRANSG 100G ECOBIO,,0.1,0.15,0.025,0.1
672,672,672,672,58374,FERRO 60COMP 250MG TIARAJU,CX/50,0.0,0.0,0.0,0.0
673,673,673,673,61450,FETTE CROC CROCANT (TORRADA)125G SCHAR,CX/12,0.191,0.16,0.13,0.07
674,674,674,674,61449,FETTE CROC SARRAINE (TORRADA)125G SCHAR,CX/12,0.16,0.16,0.13,0.07
675,675,675,675,62077,FLOCOS DE ARROZ A VACUO ORG 100G ECOBIO,CX/12,0.1,0.0,0.0,0.0
676,676,676,676,62118,FLOCOS DE MILHO NAO TRANSG 500G LIVRE D,FD/10,0.51,0.26,0.18,0.04
677,677,677,677,62076,FLOCOS DE MILHO ORG A VACUO 130G ECOBIO,CX/12,0.13,0.0,0.0,0.0
678,678,678,678,62176,FONDANT DE LEITE FITTY ZERO 12X20G KOBBER,CX/6,0.287,0.05,0.085,0.15
679,679,679,679,59273,FONDANT LEITE 24X25G PHINUS,CX/16,0.72,0.18,0.1,0.07
680,680,680,680,60195,FONDANT LEITE C/COCO 24X25G PHINUS,CX/16,0.6,0.18,0.1,0.07
681,681,681,681,62111,FONDANT LEITE CAPPUCCINO 24X20G PHINUS,CX/16,0.48,0.18,0.1,0.07
682,682,682,682,62596,FORTNEURIL 100CAPS MEDINAL,,0.09,0.065,0.14,0.065
683,683,683,683,62116,FUBA DE MILHO ITAL NAO TRANSG 500G LIVRE D,FD/10,0.51,0.26,0.18,0.045
684,684,684,684,56411,GEL COPAIBA ICE ANDIROBA 100G PRONATUS,CX/12,0.12,0.07,0.05,0.05
685,685,685,685,56410,GEL COPAIBA ICE ANDIROBA 180G PRONATUS,CX/12,0.2,0.07,0.07,0.07
686,686,686,686,56409,GEL COPAIBA ICE ANDIROBA 250G PRONATUS,CX/12,0.3,0.09,0.07,0.07
687,687,687,687,62413,GEL DENTAL NATURAL BABY BAN/CAM 50G SUAVETEX,CX/48,0.059,0.035,0.135,0.028
688,688,688,688,62410,GEL DENTAL NATURAL CARVAO 80G SUAVETEX,CX/48,0.08900000000000001,0.045,0.17,0.037000000000000005
689,689,689,689,62414,GEL DENTAL NATURAL EXT CAFE/GUAR 100G SUAVETEX,CX/48,0.11,0.157,0.053,0.035
690,690,690,690,62140,GELATINA ABXI C/CHIA 12G KODILAR,CX/24,0.012,0.09,0.09,0.025
691,691,691,691,62141,GELATINA CEREJA C/LINHACA 12G N.LIFE,CX/24,0.012,0.09,0.09,0.0235
692,692,692,692,62142,GELATINA CHA VERD/LIMAO 12G N.LIFE,CX/24,0.012,0.09,0.09,0.03
693,693,693,693,62143,GELATINA FRAMB C/LINHACA 12G N.LIFE,CX/24,0.012,0.09,0.09,0.03
694,694,694,694,62144,GELATINA HIBISC C/MOR 12G N.LIFE,CX/24,0.012,0.09,0.09,0.03
695,695,695,695,62145,GELATINA MARAC C/FAR MARAC 12G N.LIFE,CX/24,0.012,0.09,0.09,0.03
696,696,696,696,62146,GELATINA MOR C/LINHACA 12G N.LIFE,CX/24,0.012,0.09,0.09,0.03
697,697,697,697,61250,GELATINA UVA C/FAR/UVA Z.ACUC 12G N.LIFE,CX/24,0.012,0.09,0.09,0.025
698,698,698,698,61289,GELATINA Z.ACUC ABACAXY 12G KODILAR,CX/24,0.012,0.09,0.09,0.02
699,699,699,699,61192,GELATINA Z.ACUC CEREJA 12G KODILAR,CX/24,0.012,0.09,0.09,0.02
700,700,700,700,61290,GELATINA Z.ACUC FRAMBOESA 12G KODILAR,CX/24,0.012,0.09,0.09,0.02
701,701,701,701,61291,GELATINA Z.ACUC LIMAO 12G KODILAR,CX/24,0.12,0.09,0.09,0.02
702,702,702,702,61292,GELATINA Z.ACUC MORANGO 12G KODILAR,CX/24,0.012,0.09,0.09,0.02
703,703,703,703,61293,GELATINA Z.ACUC UVA 12G KODILAR,CX/24,0.012,0.09,0.09,0.02
704,704,704,704,61774,GELEIA 100% FRUTA AMORA 290G RITTER,CX/12,0.493,0.08,0.09,0.08
